T15	100
T8	100
T7	100
T12	100
T1	100
T5	100
T4	100
T9	100
T3	100
T11	100
T13	100
T14	100
T10	100
T6	100
T2	100
T15T8	1.0
T1T12	0.9513
T1T12T7	1.0
T1T12T5T7	1.0
T3T9	0.9745
T11T13	1.0
T11T13T14	1.0
T10T11T13T14	0.9966
T10T11T13T14T6	0.6998
T10T11T13T14T3T6T9	0.4143
T1T12T15T4T5T7T8	0.9955
T1T12T15T5T7T8	0.551
T2T6	0.2747
T10T11T13T14T2T6	0.5631
T15T4T8	0.4489
T1T7	0.0487
T3T6	0.0224
T10T11T13T14T3T6	0.0226
T10T11T13T14T2T3T6	0.0177
T11T13T14T6	0.0034
T11T13T14T3T6	0.0029
T11T13T14T3T6T9	0.0029
T1T12T15T5T7T8T9	0.004
T10T11T13T14T3T9	0.0044
T4T6	0.0002
T2T4T6	0.0002
T2T4	0.0002
T11T13T14T2T3T6T9	0.0005
T10T11T13T14T2T4T6	0.0001
T15T2T4T8	0.0001
