T18	100
T1	100
T19	100
T8	100
T16	100
T14	100
T17	100
T12	100
T10	100
T11	100
T6	100
T13	100
T9	100
T7	100
T20	100
T4	100
T5	100
T15	100
T3	100
T2	100
T1T18	1.0
T19T8	1.0
T1T18T19T8	0.6961
T14T16	1.0
T11T6	0.1715
T10T11T6	1.0
T13T9	0.6468
T20T4	1.0
T20T4T7	0.5131
T13T20T4T7T9	0.2391
T10T11T13T20T4T6T7T9	0.9988
T10T11T12T13T20T4T6T7T9	0.8157
T1T14T15T16T18T19T2T3T5T8	0.9033
T1T15T18T19T2T3T5T8	0.5842
T15T3	1.0
T15T2T3	1.0
T15T2T3T5	1.0
T10T11	0.363
T10T11T20T4T6T7	0.2857
T10T6	0.4655
T10T11T6T7	0.4743
T20T4T9	0.3528
T13T20T4T9	0.4728
T10T11T13T17T20T4T6T7T9	0.1791
T1T14T15T16T18T2T3T5	0.3033
T1T15T18T2T3T5	0.1737
T14T15T16T2T3T5	0.0896
T1T14T16T18T19T8	0.0912
T20T4T7T9	0.0127
T1T14T15T16T17T18T2T3T5	0.0904
T1T14T16T18	0.0611
T1T12T15T17T18T19T2T3T5T8	0.004
T1T12T15T18T19T2T3T5T8	0.0036
T1T15T17T18T19T2T3T5T8	0.0015
T10T11T20T4T6T7T9	0.0027
T1T12T14T15T16T18T2T3T5	0.0007
T1T15T17T18T2T3T5	0.0001
T10T11T14T16T6	0.0008
T12T13T20T4T7T9	0.0008
T14T15T16T17T2T3T5	0.0003
T15T17T2T3T5	0.0001
T12T13T17T20T4T7T9	0.0005
T14T16T17	0.0002
T10T11T17T6T7	0.0004
T12T19T8	0.0001
T12T13T20T4T9	0.0002
T1T12T14T15T16T17T18T2T3T5	0.0002
