T15	100
T16	100
T11	100
T8	100
T1	100
T20	100
T10	100
T14	100
T13	100
T9	100
T12	100
T4	100
T18	100
T19	100
T7	100
T17	100
T5	100
T6	100
T3	100
T2	100
T11T16	0.8016
T11T15T16	1.0
T11T15T16T8	0.904
T1T11T15T16T8	1.0
T10T20	0.5913
T13T9	0.6168
T13T14T9	0.5087
T10T13T14T20T9	1.0
T12T4	1.0
T10T12T13T14T20T4T9	0.9996
T19T7	1.0
T17T5	1.0
T17T5T6	0.418
T17T3T5T6	0.8029
T17T19T3T5T6T7	0.3505
T17T18T19T3T5T6T7	0.9752
T17T18T19T2T3T5T6T7	0.9672
T3T6	0.4847
T17T18T3T5T6	0.5702
T13T20	0.3749
T13T20T9	0.2886
T13T14T20T9	0.2636
T11T15	0.1984
T10T13T20	0.107
T14T9	0.1252
T17T19T5T6T7	0.0537
T17T18T19T5T6T7	0.0316
T19T6T7	0.0898
T18T3	0.0009
T17T2T3T5T6	0.0025
T17T19T2T3T5T6T7	0.005
T10T13T20T9	0.1239
T1T8	0.0943
T17T18T5	0.0394
T19T3T6T7	0.0592
T17T3T5	0.0196
T1T11T15T16	0.0017
T18T3T6	0.005
T1T11T15T16T2T8	0.025
T18T19T3T6T7	0.0187
T17T2T5	0.0208
T17T18T3T5	0.0025
T17T18T5T6	0.0432
T10T12T13T14T2T20T4T9	0.0078
T18T19T6T7	0.0014
T17T18T2T3T5T6	0.0012
T18T19T7	0.0013
T18T6	0.002
T12T17T4T5	0.0004
T10T12T13T14T17T20T4T5T9	0.0004
T17T2T5T6	0.0001
T17T19T2T5T6T7	0.0002
