T14	100
T10	100
T7	100
T8	100
T11	100
T9	100
T4	100
T15	100
T1	100
T13	100
T12	100
T3	100
T6	100
T5	100
T2	100
T10T7	1.0
T10T14T7	1.0
T4T9	0.9998
T11T4T9	1.0
T11T4T8T9	0.9995
T1T15	0.9968
T12T3	1.0
T12T13T3	1.0
T1T12T13T15T3	0.7419
T2T5	0.9959
T2T5T6	0.9968
T10T11T14T4T7T8T9	0.9905
T1T15T2T5T6	0.2568
T10T14T2T5T6T7	0.0084
T1T5	0.0032
T1T15T5	0.0032
T2T6	0.0041
T1T11T15T4T9	0.0005
T1T11T15T4T8T9	0.0002
T1T12T13T15T3T5	0.0008
T10T14T2T6T7	0.0008
T10T14T2T5T6T7T8	0.0003
T10T14T7T8	0.0003
T11T9	0.0002
