T15	100
T3	100
T20	100
T14	100
T7	100
T6	100
T5	100
T18	100
T1	100
T10	100
T8	100
T9	100
T16	100
T17	100
T4	100
T12	100
T13	100
T19	100
T11	100
T2	100
T15T3	0.9208
T14T20	1.0
T5T6	1.0
T5T6T7	0.9806
T1T18	0.905
T1T10T18	1.0
T1T10T18T8	0.9471
T16T9	1.0
T17T4	1.0
T16T17T4T9	1.0
T11T19	1.0
T11T13T19	1.0
T11T13T19T2	0.8694
T11T12T13T19T2	1.0
T11T12T13T16T17T19T2T4T9	0.5478
T14T15T20T3T5T6T7	0.8231
T14T15T20T3	0.5464
T1T10T11T12T13T18T19T2T8	0.4272
T15T3T5T6T7	0.297
T12T2	0.1306
T1T10T18T3T8	0.0654
T14T15T20T5T6T7	0.0533
T14T15T20	0.0534
T1T10	0.095
T14T16T17T20T4T9	0.0755
T14T15T16T17T20T3T4T9	0.072
T1T10T11T12T13T18T19T2	0.0335
T1T10T18T3T5T6T7T8	0.0208
T1T10T15T18T3T5T6T7T8	0.0222
T1T10T18T5T6	0.0194
T1T10T18T5T6T8	0.0188
T14T15T20T3T7	0.0186
T14T15T20T3T5T6T7T8	0.0243
T3T8	0.0134
T15T3T8	0.0034
T15T3T5T6T7T8	0.004
T1T10T18T5T6T7T8	0.0036
T15T3T7	0.0048
T14T15T16T17T20T3T4T7T8T9	0.0006
T14T15T20T3T7T8	0.0005
T1T10T15T18T3T8	0.0006
T1T10T18T3T5T6T8	0.0004
T1T10T15T18T3T5T6T8	0.0002
T15T3T7T8	0.0002
T3T5T6T7T8	0.0008
T14T15T20T7	0.0001
T14T15T16T17T20T3T4T7T9	0.0002
