T7	100
T16	100
T17	100
T15	100
T1	100
T19	100
T20	100
T9	100
T12	100
T5	100
T3	100
T11	100
T4	100
T2	100
T10	100
T18	100
T13	100
T6	100
T14	100
T8	100
T15T17	1.0
T15T16T17	1.0
T1T15T16T17	0.9955
T20T9	1.0
T19T20T9	0.9998
T1T15T16T17T19T20T9	1.0
T12T5	1.0
T1T12T15T16T17T19T20T5T9	1.0
T10T11T13T14T18T2T4T6T7T8	1.0
T11T4	1.0
T10T13T14T18T2T6T7T8	1.0
T10T2	1.0
T13T14T18T6T7T8	1.0
T13T14T18T6T8	0.9993
T13T18	1.0
T13T18T6	0.9915
T14T8	1.0
T1T19T20T9	0.0045
T13T14T18T8	0.0075
T14T7T8	0.0003
T14T6T7T8	0.0005
T6T7	0.0004
T14T6T8	0.0005
T1T19	0.0002
