T3	100
T2	100
T10	100
T9	100
T14	100
T4	100
T17	100
T18	100
T12	100
T8	100
T16	100
T7	100
T13	100
T19	100
T15	100
T6	100
T1	100
T20	100
T11	100
T5	100
T2T3	0.9983
T10T9	1.0
T14T4	1.0
T10T14T4T9	0.9946
T10T14T2T3T4T9	0.4809
T12T18	0.1369
T12T17T18	1.0
T12T17T18T8	1.0
T16T7	1.0
T12T16T17T18T7T8	0.9974
T15T19	0.9836
T15T19T6	1.0
T13T15T19T6	0.9997
T1T13T15T19T6	1.0
T11T20	1.0
T11T20T5	0.7847
T1T11T13T15T19T20T5T6	1.0
T17T18	0.8631
T1T13T15T19T5T6	0.2153
T1T11T13T15T19T2T20T3T5T6	0.3254
T12T16T17T18T2T3T7T8	0.1912
T15T6	0.0164
T1T11T13T15T19T2T20T5T6	0.0009
T10T14T3T4T9	0.0009
T10T14T16T2T3T4T7T9	0.0025
T12T14T16T17T18T4T7T8	0.0034
T12T14T16T17T18T2T3T4T7T8	0.0029
T1T15T19T6	0.0003
T10T2T3T9	0.0005
T14T2T3T4	0.0005
T16T2T3T7	0.0005
T10T14T2T4T9	0.0001
