T11	100
T2	100
T8	100
T3	100
T6	100
T4	100
T10	100
T5	100
T9	100
T1	100
T7	100
T12	100
T3T8	1.0
T2T3T8	1.0
T4T6	1.0
T2T3T4T6T8	1.0
T10T5	1.0
T1T11T12T7T9	0.9997
T1T12T7T9	0.724
T1T7	0.5667
T1T7T9	0.2636
T1T12	0.3442
T1T12T7	0.5908
T11T7	0.0673
T1T12T9	0.0641
T1T9	0.0726
T1T11T12T7	0.1502
T1T11T7T9	0.0469
T1T11T9	0.0003
T11T9	0.0463
T1T11T7	0.0158
T11T12	0.0239
T12T9	0.0071
T12T7	0.0089
T7T9	0.0052
T11T7T9	0.0009
T1T11T12	0.0008
T1T11	0.0002
T10T11T5	0.0001
T1T10T12T5T7T9	0.0002
T10T5T9	0.0001
T1T11T12T9	0.0001
