T7	100
T12	100
T6	100
T8	100
T11	100
T10	100
T9	100
T4	100
T1	100
T3	100
T5	100
T2	100
T12T6	1.0
T10T11	0.9999
T10T11T9	0.9947
T1T3	0.8251
T1T3T5	0.4345
T1T3T4T5	0.4086
T12T2T6T7T8	0.3786
T12T2T6T7	0.4333
T12T6T7	0.9879
T1T3T4T5T8	0.258
T10T11T12T6T7T9	0.0796
T1T3T4	0.4557
T5T8	0.561
T3T5	0.1354
T12T6T7T8	0.0347
T3T4	0.0063
T2T8	0.143
T10T11T3T9	0.0326
T1T10T11T3T9	0.0996
T12T2T5T6T7T8	0.3565
T2T5T8	0.3074
T10T11T7T9	0.0121
T12T2T4T6T7T8	0.0185
T10T11T4T9	0.0018
T1T3T5T8	0.0112
T1T2T3T5T8	0.0032
T1T2T3T4T5	0.0007
T3T4T5	0.0024
T10T11T3T5T9	0.0001
T3T9	0.0053
T1T5	0.0006
T1T4	0.004
T10T11T3T4T9	0.0018
T12T2T4T6T7	0.0023
T12T4T6T7	0.0005
T1T3T9	0.0006
T1T3T4T9	0.0006
T11T9	0.0001
T2T5	0.0009
T10T11T12T2T6T7	0.0001
T10T11T12T6T7	0.0001
T1T2T3T5	0.0004
T1T4T5T8	0.0002
T1T4T5	0.0001
