T16	100
T9	100
T7	100
T13	100
T8	100
T20	100
T15	100
T6	100
T12	100
T17	100
T4	100
T14	100
T10	100
T1	100
T2	100
T11	100
T3	100
T5	100
T18	100
T19	100
T13T8	1.0
T15T20	1.0
T12T17	0.516
T12T17T4	0.9999
T1T10	0.9968
T1T10T14	0.8976
T1T10T14T2	0.6128
T1T10T12T14T17T2T4	0.642
T11T3	1.0
T1T10T11T12T14T17T2T3T4	0.5191
T13T15T16T18T19T20T5T7T8T9	1.0
T13T16T18T19T5T7T8T9	1.0
T16T18T19T5T7T9	0.999
T16T18T19T5T9	1.0
T16T18T19T5	0.0928
T18T19T5	0.8022
T18T19	0.493
T16T9	0.8169
T19T5	0.5043
T1T10T12T14T17T2T4T6	0.4711
T1T10T12T14T17T4	0.173
T17T4	0.4308
T12T17T2T4	0.0337
T16T19T5	0.0909
T16T19T5T9	0.1792
T2T6	0.0394
T1T10T14T2T6	0.2385
T1T10T14T6	0.0956
T1T10T2	0.0857
T12T14T17T4	0.009
T1T10T2T6	0.0252
T11T12T17T3T4	0.1093
T16T5	0.0046
T12T4	0.0532
T1T10T6	0.0069
T1T10T12T17T2T4	0.0108
T16T5T9	0.0053
T16T18T19T9	0.0025
T10T14	0.0032
T1T10T11T14T2T3	0.0008
T1T10T11T14T2T3T6	0.0036
T16T19	0.0017
T16T19T9	0.0016
T11T2T3	0.0097
T1T10T11T12T17T2T3T4	0.0003
T13T7T8	0.001
T11T12T17T2T3T4	0.0057
T1T10T11T12T14T17T3T4	0.0067
T1T10T12T17T2T4T6	0.0001
T19T5T9	0.0034
T11T14T3	0.0016
T1T10T12T17T4	0.0004
T1T10T12T14T17T4T6	0.0004
T16T18T19	0.0005
T19T9	0.0004
T14T6	0.0003
T11T12T14T17T3T4	0.0004
T14T2	0.0002
T5T9	0.0001
T18T19T5T9	0.0006
T1T10T11T12T14T17T2T3T6	0.0001
T1T10T12T14T17T2T6	0.0001
