T12	100
T8	100
T1	100
T15	100
T3	100
T2	100
T5	100
T7	100
T14	100
T10	100
T11	100
T6	100
T4	100
T13	100
T9	100
T1T8	1.0
T15T3	1.0
T15T2T3	0.9722
T15T2T3T5	1.0
T1T15T2T3T5T8	0.9999
T11T6	0.5297
T10T11T6	1.0
T10T11T14T6	0.979
T10T11T14T6T7	0.9262
T10T11T14T4T6T7	0.9837
T12T13T9	0.7316
T13T9	1.0
T2T5	0.0278
T1T12T15T2T3T5T8	0.2662
T10T11	0.228
T10T11T6T7	0.021
T10T6	0.2423
T4T7	0.0735
T12T13T4T9	0.0158
T13T4T9	0.0024
T12T13T4T7T9	0.0001
T10T11T4T6T7	0.0003
T14T15T2T3T5	0.0001
T10T11T13T4T6T7T9	0.0001
T1T14T15T2T3T5T8	0.0001
